Unnamed: 0,ORG Name,ORG Link,Size,Sector,Country,Region,Report,download
10,Adapt IT Group,https://database.globalreporting.org/organizations/4819/,Large,Telecommunications,za,Africa,"['2019 - GRI - Standards GRI - Standards7e3708ad4d6fc1c4f3faaa3ae1e8e4a9.pdf', '2018 - Citing - GRI Citing - GRIc79e8540df337d8e554a2890a8e2f389.pdf', '2017 - Citing - GRI Citing - GRIf5bd27536143bf839d6a3c00eb3fe410.pdf', '2016 - Citing - GRI Citing - GRI3fba8d10de69339624dfa012475f8aa4.pdf', '2015 - Citing - GRI Citing - GRI02013f53ad0cb21529d214a65ba78cbb.pdf', '2014 - Citing - GRI Citing - GRIe99f33a0d1e06b9cf4ccb29e685015d1.pdf', '2013 - Citing - GRI Citing - GRIf125af701c24adc45456d0bd6c98d556.pdf', '2012 - Citing - GRI Citing - GRI8f6377b02a5e341860f85b33aad8f83a.pdf', '2011 - Non - GRI Non - GRI7b7f0371580c700892f804a2afa45fdf.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/7e3708ad4d6fc1c4f3faaa3ae1e8e4a9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/c79e8540df337d8e554a2890a8e2f389.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/f5bd27536143bf839d6a3c00eb3fe410.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/3fba8d10de69339624dfa012475f8aa4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/02013f53ad0cb21529d214a65ba78cbb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/e99f33a0d1e06b9cf4ccb29e685015d1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/f125af701c24adc45456d0bd6c98d556.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/8f6377b02a5e341860f85b33aad8f83a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/7b7f0371580c700892f804a2afa45fdf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
11,Adcock Ingram Holdings Limited,https://database.globalreporting.org/organizations/4558/,Large,Healthcare Products,za,Africa,"['2019 - Non - GRI Non - GRI2b24460c5aa0d54755d7b55bf0cc53b6.pdf', '2018 - Non - GRI Non - GRI3dce3f27acf1e615a0bcf29b2bc9f7d6.pdf', '2017 - Citing - GRI Citing - GRIada6ca63932f11a0038600c9dfdd16cf.pdf', '2016 - Non - GRI Non - GRI2f1f1e27f8471e6434bc72a52374035d.pdf', '2014 - Citing - GRI Citing - GRI5af6fc2f3daeba3af62edbb9f0783160.pdf', '2013 - GRI - G3 GRI - G347a3e67c6fd435a8c89b73c3b9294e36.pdf', '2012 - GRI - G3.1 GRI - G3.1a5e820222a4275b18dbdce67fc67d5c7.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/2b24460c5aa0d54755d7b55bf0cc53b6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/3dce3f27acf1e615a0bcf29b2bc9f7d6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/ada6ca63932f11a0038600c9dfdd16cf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/2f1f1e27f8471e6434bc72a52374035d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/5af6fc2f3daeba3af62edbb9f0783160.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/47a3e67c6fd435a8c89b73c3b9294e36.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/a5e820222a4275b18dbdce67fc67d5c7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
12,Adcorp,https://database.globalreporting.org/organizations/4818/,Large,Commercial Services,za,Africa,"['2019 - Non - GRI Non - GRI63c43cbe52ff04413d3016ff94b17f07.pdf', '2018 - Non - GRI Non - GRI43252f3ba64571f79174f3b239d4d38b.pdf', '2017 - Citing - GRI Citing - GRI8bd3bb17e00153bfdb6abf5cb6ca96a4.pdf', '2016 - Citing - GRI Citing - GRI7bbd94d2be850df0e62d1909666c263a.pdf', '2015 - GRI - G4 GRI - G4e7c423f67ecdb7cc57300584c9746d6f.pdf', '2014 - Citing - GRI Citing - GRIae6b12669cc6f96451f9e4830b1ceac4.pdf', '2013 - GRI - G3.1 GRI - G3.11158b28d3a620719a61684761f86cd27.pdf', '2012 - GRI - G3 GRI - G31247040108bb11bb9d404a8878018a23.pdf', '2011 - GRI - G3 GRI - G39b91249d2471f578ee158253c1ecbe54.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/63c43cbe52ff04413d3016ff94b17f07.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/43252f3ba64571f79174f3b239d4d38b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/8bd3bb17e00153bfdb6abf5cb6ca96a4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/7bbd94d2be850df0e62d1909666c263a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/e7c423f67ecdb7cc57300584c9746d6f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/ae6b12669cc6f96451f9e4830b1ceac4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/1158b28d3a620719a61684761f86cd27.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/1247040108bb11bb9d404a8878018a23.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/9b91249d2471f578ee158253c1ecbe54.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
13,Adrenna Property Group,https://database.globalreporting.org/organizations/4634/,Large,Other,za,Africa,"['2019 - Non - GRI Non - GRI94c9983f9f9a7614dee3a3423354daee.pdf', '2018 - Non - GRI Non - GRIde450227193fff3fa43357cfc9d134c5.pdf', '2017 - Non - GRI Non - GRId63f8fb503dc21219325e4f29488e40a.pdf', '2016 - Non - GRI Non - GRI788f7c4079414c3ca1534f68ac563793.pdf', '2015 - Non - GRI Non - GRIf0ff290d3453611ffb592129dfafeb36.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/94c9983f9f9a7614dee3a3423354daee.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/de450227193fff3fa43357cfc9d134c5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/d63f8fb503dc21219325e4f29488e40a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/788f7c4079414c3ca1534f68ac563793.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/f0ff290d3453611ffb592129dfafeb36.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
14,Advtech,https://database.globalreporting.org/organizations/4633/,Large,Other,za,Africa,"['2019 - Citing - GRI Citing - GRI31c1712da3233928df22cc465a7998f4.pdf', '2018 - Non - GRI Non - GRIee5371124cd8bd03f16c388afad89faf.pdf', '2017 - Non - GRI Non - GRI31e67b58104199e3f784f6cba647ec65.pdf', '2016 - Non - GRI Non - GRIe55a3422ce02dabec26ff9ef231e53e3.pdf', '2015 - Non - GRI Non - GRId9c10a2ba0fe14a798f6cf3b26b4826f.pdf', '2014 - Non - GRI Non - GRI51f1e8f8ad40010811a1dffc28d0790c.pdf', '2013 - Non - GRI Non - GRI1ce4425994c0be8f0c8f93551cfb1675.pdf', '2012 - Non - GRI Non - GRIe99a92242ae047bc768fb77e15f52a67.pdf', '2011 - Non - GRI Non - GRIddc36882c5a60133543e003966deb018.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/31c1712da3233928df22cc465a7998f4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/ee5371124cd8bd03f16c388afad89faf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/31e67b58104199e3f784f6cba647ec65.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/e55a3422ce02dabec26ff9ef231e53e3.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/d9c10a2ba0fe14a798f6cf3b26b4826f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/51f1e8f8ad40010811a1dffc28d0790c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/1ce4425994c0be8f0c8f93551cfb1675.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/e99a92242ae047bc768fb77e15f52a67.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/ddc36882c5a60133543e003966deb018.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
15,AECI,https://database.globalreporting.org/organizations/139/,Large,Chemicals,za,Africa,"['2019 - Non - GRI Non - GRI89fbe72a4700db960947dbbbe90840a4.pdf', '2018 - Non - GRI Non - GRI01134232feabe8a1d7eeb3fb3b798b9b.pdf', '2017 - Non - GRI Non - GRIcbb06955468c6579c13afdf0d68b0ecc.pdf', '2016 - Non - GRI Non - GRIf9d9fc217ba46c3bf59735a287c47492.pdf', '2015 - Non - GRI Non - GRIdfc1f6fd5a4f2e892450d85eb95c0606.pdf', '2014 - Non - GRI Non - GRI5e34d4419ac477dd66c5da7e769dc8d6.pdf', '2013 - Non - GRI Non - GRI1eda0c2cc5bb35f54c44473a96d8b3cc.pdf', '2012 - Non - GRI Non - GRI51f2fa09231d9bb1882e0b0da5dd4663.pdf', '2011 - GRI - G3 GRI - G3060a3dd6841b339e0cc8c2f085b81485.pdf', '2010 - Non - GRI Non - GRI7ef851366830096d30d869d79105ddfe.pdf', '2009 - Non - GRI Non - GRI4cd9a686e88b476deeab0c89282fdbf1.pdf', '2008 - Non - GRI Non - GRI6681c331b271f2d6ef5e3c96666b3eac.pdf', '2007 - Non - GRI Non - GRI9e50f392f2a30e9195bdd5d00256ee3d.pdf', '2006 - Non - GRI Non - GRIf99dbd0788736075d6f7046918fedbf1.pdf', '2005 - Non - GRI Non - GRI169c01cee682483db994bb7e10acb07f.pdf', '2004 - Non - GRI Non - GRI7973be314d0ca8b70f2f10a9256b40d0.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/89fbe72a4700db960947dbbbe90840a4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/01134232feabe8a1d7eeb3fb3b798b9b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/cbb06955468c6579c13afdf0d68b0ecc.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/f9d9fc217ba46c3bf59735a287c47492.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/dfc1f6fd5a4f2e892450d85eb95c0606.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/5e34d4419ac477dd66c5da7e769dc8d6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/1eda0c2cc5bb35f54c44473a96d8b3cc.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/51f2fa09231d9bb1882e0b0da5dd4663.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/060a3dd6841b339e0cc8c2f085b81485.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/7ef851366830096d30d869d79105ddfe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2009/4cd9a686e88b476deeab0c89282fdbf1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2008/6681c331b271f2d6ef5e3c96666b3eac.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2007/9e50f392f2a30e9195bdd5d00256ee3d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2006/f99dbd0788736075d6f7046918fedbf1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2005/169c01cee682483db994bb7e10acb07f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2004/7973be314d0ca8b70f2f10a9256b40d0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
16,AFGRI,https://database.globalreporting.org/organizations/3953/,Large,Food and Beverage Products,za,Africa,"['2013 - Citing - GRI Citing - GRI4f52feb7e32ee3de05aa197e18238444.pdf', '2012 - GRI - G3.1 GRI - G3.1f2ff9b20e3f94e3e4e6a4add33ed698a.pdf', '2011 - GRI - G3.1 GRI - G3.11f0c6623a0c2afa4a7c3e4c7322804c0.pdf', '2010 - GRI - G3 GRI - G3672fd43d4f03253e70519b4516e499a0.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/4f52feb7e32ee3de05aa197e18238444.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/f2ff9b20e3f94e3e4e6a4add33ed698a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/1f0c6623a0c2afa4a7c3e4c7322804c0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/672fd43d4f03253e70519b4516e499a0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
17,AfrAsia Bank,https://database.globalreporting.org/organizations/16917/,Large,Financial Services,mu,Africa,"['2020 - GRI - Standards GRI - Standards116f414bda9a6aa103667a97a8ac3f1a.pdf', '2018 - Citing - GRI Citing - GRIf2f612ce0110de6d4e64bcb195e1b375.pdf', '2017 - Citing - GRI Citing - GRIad39279df2e33331a38017302924c139.pdf', '2016 - Citing - GRI Citing - GRIba0155bef23265028b1e461233c8a349.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2020/116f414bda9a6aa103667a97a8ac3f1a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/f2f612ce0110de6d4e64bcb195e1b375.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/ad39279df2e33331a38017302924c139.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/ba0155bef23265028b1e461233c8a349.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
18,Africa Cellular Towers,https://database.globalreporting.org/organizations/4817/,Large,Telecommunications,za,Africa,['2011 - Non - GRI Non - GRI58c7d76d168ea873443437c11ca320d7.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/58c7d76d168ea873443437c11ca320d7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
19,African and Overseas Enterprises,https://database.globalreporting.org/organizations/6466/,MNE,Textiles and Apparel,za,Africa,"['2019 - Non - GRI Non - GRI5cbb1f265c558d4497b93789546c665d.pdf', '2018 - Non - GRI Non - GRI6c32afa331138b8511823a9ec8abf06c.pdf', '2017 - Non - GRI Non - GRI0ea232717c12dfcf2525e46ca43b2fbd.pdf', '2016 - Non - GRI Non - GRI5a57e597c4d77768973b42c54fe71bf1.pdf', '2015 - Non - GRI Non - GRI7470f5b9aec523fda40c119ffce2e0bd.pdf', '2014 - Non - GRI Non - GRI515ff6610e4b83e867966c3c78ec914c.pdf', '2013 - Non - GRI Non - GRIe9d1c2b8cbc56a07d1a3c9667370f9ca.pdf', '2011 - Non - GRI Non - GRIe82de72818a1a93ee702855821bdfb54.pdf', '2010 - Non - GRI Non - GRI26fb9b78eb2019fb1cb0322ae51bd2db.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/5cbb1f265c558d4497b93789546c665d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/6c32afa331138b8511823a9ec8abf06c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/0ea232717c12dfcf2525e46ca43b2fbd.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/5a57e597c4d77768973b42c54fe71bf1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/7470f5b9aec523fda40c119ffce2e0bd.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/515ff6610e4b83e867966c3c78ec914c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/e9d1c2b8cbc56a07d1a3c9667370f9ca.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/e82de72818a1a93ee702855821bdfb54.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/26fb9b78eb2019fb1cb0322ae51bd2db.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
20,African Bank Investments (ABIL),https://database.globalreporting.org/organizations/217/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRIac9d661eab09cb63114fa37d799ea3e4.pdf', '2018 - Non - GRI Non - GRI382ed329142d0e5052a5799a0f053cf0.pdf', '2017 - Non - GRI Non - GRI481a3c835822b63042f879ab480c7861.pdf', '2016 - Non - GRI Non - GRIf962b8bb603f6e0c7c8be710a48dacb8.pdf', '2014 - Citing - GRI Citing - GRIebda24be4096f82403e1e254df9df868.pdf', '2013 - GRI - G3.1 GRI - G3.13a0585b1cb7b3f6d67fda2ba2bfd34ee.pdf', '2012 - GRI - G3.1 GRI - G3.16da5b2fbcdb78456be20414815512677.pdf', '2011 - GRI - G3 GRI - G395f81bb42929366d0052d3b962278de3.pdf', '2010 - GRI - G3 GRI - G34f01d42ca7bb89dbcf1f8ec96a8d27fe.pdf', '2005 - GRI - G2 GRI - G2bf71a63306f8903088e9d746a3fd740e.pdf', '2003 - GRI - G2 GRI - G2c7d90ae171be4049338d98a8f65a29c5.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/ac9d661eab09cb63114fa37d799ea3e4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/382ed329142d0e5052a5799a0f053cf0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/481a3c835822b63042f879ab480c7861.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/f962b8bb603f6e0c7c8be710a48dacb8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/ebda24be4096f82403e1e254df9df868.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/3a0585b1cb7b3f6d67fda2ba2bfd34ee.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/6da5b2fbcdb78456be20414815512677.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/95f81bb42929366d0052d3b962278de3.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/4f01d42ca7bb89dbcf1f8ec96a8d27fe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2005/bf71a63306f8903088e9d746a3fd740e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2003/c7d90ae171be4049338d98a8f65a29c5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
21,African Brick Centre Limited,https://database.globalreporting.org/organizations/4816/,SME,Construction Materials,za,Africa,"['2011 - Non - GRI Non - GRI25fc5ba4ae060245f2cc49c7975753f6.pdf', '2010 - Non - GRI Non - GRIcaa386af914a8ae1aaf3bbc2039012ce.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/25fc5ba4ae060245f2cc49c7975753f6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/caa386af914a8ae1aaf3bbc2039012ce.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
22,African Dawn,https://database.globalreporting.org/organizations/4815/,Large,Financial Services,za,Africa,"['2018 - Non - GRI Non - GRI1ec2968c9d7dfc4a7081ddad44a53d31.pdf', '2016 - Citing - GRI Citing - GRIff4fdf91c4dfdcea96d68ea8cb8f8e28.pdf', '2015 - GRI - G4 GRI - G4e1dfb5a2f7cb823b23d08aaaf3409d09.pdf', '2014 - GRI - G4 GRI - G44866959224de7b8c0567fee117a6fb56.pdf', '2013 - Citing - GRI Citing - GRI0fba3595c6fe7affa35bbeec9a8aeae8.pdf', '2012 - Citing - GRI Citing - GRI3bce83a9c947d2ce8a63e724fba7ef53.pdf', '2011 - Non - GRI Non - GRIbaf973a8cb3d87666f2093e4a5b464fd.pdf', '2010 - Non - GRI Non - GRIb5806465bd071f39e0b17529c17285e4.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/1ec2968c9d7dfc4a7081ddad44a53d31.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/ff4fdf91c4dfdcea96d68ea8cb8f8e28.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/e1dfb5a2f7cb823b23d08aaaf3409d09.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/4866959224de7b8c0567fee117a6fb56.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/0fba3595c6fe7affa35bbeec9a8aeae8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/3bce83a9c947d2ce8a63e724fba7ef53.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/baf973a8cb3d87666f2093e4a5b464fd.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/b5806465bd071f39e0b17529c17285e4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
